,index,topic_idx
1872,47526,0
1873,47527,5
1874,47528,5
1875,47529,5
1876,47530,4
1877,47531,5
1878,47532,1
1879,47533,2
1880,47534,5
1881,47535,6
1882,47536,3
1883,47537,0
1884,47538,4
1885,47539,6
1886,47540,3
1887,47541,3
1888,47542,1
1889,47543,6
1890,47544,5
1891,47545,3
1892,47546,6
1893,47547,2
1894,47548,4
1895,47549,6
1896,47550,4
1897,47551,6
1898,47552,0
1899,47553,6
1900,47554,1
1901,47555,4
1902,47556,2
1903,47557,5
1904,47558,3
1905,47559,0
1906,47560,6
1907,47561,3
1908,47562,0
1909,47563,3
1910,47564,2
1911,47565,1
1912,47566,1
1913,47567,0
1914,47568,3
1915,47569,0
1916,47570,3
1917,47571,2
1918,47572,4
1919,47573,3
1920,47574,4
1921,47575,5
1922,47576,1
1923,47577,6
1924,47578,6
1925,47579,3
1926,47580,2
1927,47581,2
1928,47582,5
1929,47583,6
1930,47584,5
1931,47585,6
1932,47586,6
1933,47587,5
1934,47588,3
1935,47589,1
1936,47590,2
1937,47591,1
1938,47592,1
1939,47593,5
1940,47594,2
1941,47595,0
1942,47596,0
1943,47597,2
1944,47598,6
1945,47599,6
1946,47600,4
1947,47601,0
1948,47602,0
1949,47603,3
1950,47604,4
1951,47605,2
1952,47606,0
1953,47607,5
1954,47608,6
1955,47609,4
1956,47610,2
1957,47611,4
1958,47612,4
1959,47613,5
1960,47614,0
1961,47615,3
1962,47616,0
1963,47617,4
1964,47618,6
1965,47619,6
1966,47620,0
1967,47621,3
1968,47622,4
1969,47623,5
1970,47624,6
1971,47625,1
1972,47626,6
1973,47627,1
1974,47628,1
1975,47629,3
1976,47630,1
1977,47631,3
1978,47632,0
1979,47633,2
1980,47634,5
1981,47635,6
1982,47636,5
1983,47637,1
1984,47638,1
1985,47639,3
1986,47640,2
1987,47641,1
1988,47642,2
1989,47643,5
1990,47644,4
1991,47645,0
1992,47646,5
1993,47647,4
1994,47648,0
1995,47649,6
1996,47650,3
1997,47651,5
1998,47652,4
1999,47653,2
2000,47654,1
2001,47655,5
2002,47656,2
2003,47657,3
2004,47658,6
2005,47659,6
2006,47660,2
2007,47661,6
2008,47662,0
2009,47663,6
2010,47664,5
2011,47665,6
2012,47666,5
2013,47667,4
2014,47668,2
2015,47669,6
2016,47670,4
2017,47671,2
2018,47672,3
2019,47673,5
2020,47674,2
2021,47675,3
2022,47676,6
2023,47677,1
2024,47678,1
2025,47679,3
2026,47680,4
2027,47681,4
2028,47682,1
2029,47683,4
2030,47684,4
2031,47685,1
2032,47686,4
2033,47687,1
2034,47688,1
2035,47689,6
2036,47690,6
2037,47691,6
2038,47692,6
2039,47693,6
2040,47694,6
2041,47695,2
2042,47696,2
2043,47697,1
2044,47698,3
2045,47699,6
2046,47700,3
2047,47701,1
2048,47702,6
2049,47703,6
2050,47704,4
2051,47705,3
2052,47706,0
2053,47707,5
2054,47708,3
2055,47709,0
2056,47710,2
2057,47711,0
2058,47712,6
2059,47713,4
2060,47714,1
2061,47715,1
2062,47716,1
2063,47717,6
2064,47718,4
2065,47719,1
2066,47720,4
2067,47721,1
2068,47722,3
2069,47723,0
2070,47724,5
2071,47725,5
2072,47726,4
2073,47727,3
2074,47728,4
2075,47729,3
2076,47730,3
2077,47731,2
2078,47732,2
2079,47733,5
2080,47734,0
2081,47735,1
2082,47736,5
2083,47737,5
2084,47738,3
2085,47739,6
2086,47740,6
2087,47741,0
2088,47742,5
2089,47743,2
2090,47744,1
2091,47745,0
2092,47746,5
2093,47747,1
2094,47748,6
2095,47749,4
2096,47750,2
2097,47751,3
2098,47752,4
2099,47753,2
2100,47754,4
2101,47755,1
2102,47756,6
2103,47757,4
2104,47758,2
2105,47759,6
2106,47760,3
2107,47761,5
2108,47762,0
2109,47763,4
2110,47764,6
2111,47765,3
2112,47766,4
2113,47767,5
2114,47768,2
2115,47769,0
2116,47770,3
2117,47771,5
2118,47772,1
2119,47773,2
2120,47774,6
2121,47775,6
2122,47776,4
2123,47777,0
2124,47778,5
2125,47779,2
2126,47780,6
2127,47781,2
2128,47782,0
2129,47783,4
2130,47784,4
2131,47785,1
2132,47786,2
2133,47787,1
2134,47788,5
2135,47789,6
2136,47790,0
2137,47791,3
2138,47792,4
2139,47793,5
2140,47794,3
2141,47795,1
2142,47796,2
2143,47797,4
2144,47798,4
2145,47799,3
2146,47800,6
2147,47801,0
2148,47802,5
2149,47803,6
2150,47804,5
2151,47805,2
2152,47806,5
2153,47807,3
2154,47808,1
2155,47809,3
2156,47810,6
2157,47811,0
2158,47812,3
2159,47813,4
2160,47814,5
2161,47815,3
2162,47816,4
2163,47817,1
2164,47818,0
2165,47819,0
2166,47820,5
2167,47821,0
2168,47822,5
2169,47823,5
2170,47824,5
2171,47825,0
2172,47826,4
2173,47827,6
2174,47828,3
2175,47829,0
2176,47830,5
2177,47831,5
2178,47832,5
2179,47833,5
2180,47834,4
2181,47835,3
2182,47836,3
2183,47837,3
2184,47838,3
2185,47839,6
2186,47840,6
2187,47841,4
2188,47842,3
2189,47843,1
2190,47844,2
2191,47845,4
2192,47846,4
2193,47847,4
2194,47848,3
2195,47849,1
2196,47850,3
2197,47851,1
2198,47852,6
2199,47853,0
2200,47854,3
2201,47855,5
2202,47856,4
2203,47857,6
2204,47858,1
2205,47859,0
2206,47860,4
2207,47861,6
2208,47862,0
2209,47863,6
2210,47864,3
2211,47865,4
2212,47866,1
2213,47867,1
2214,47868,4
2215,47869,1
2216,47870,1
2217,47871,3
2218,47872,0
2219,47873,4
2220,47874,4
2221,47875,2
2222,47876,6
2223,47877,5
2224,47878,1
2225,47879,0
2226,47880,6
2227,47881,4
2228,47882,2
2229,47883,4
2230,47884,4
2231,47885,6
2232,47886,4
2233,47887,6
2234,47888,6
2235,47889,4
2236,47890,4
2237,47891,2
2238,47892,1
2239,47893,0
2240,47894,1
2241,47895,0
2242,47896,0
2243,47897,2
2244,47898,6
2245,47899,3
2246,47900,1
2247,47901,6
2248,47902,6
2249,47903,4
2250,47904,2
2251,47905,5
2252,47906,5
2253,47907,6
2254,47908,3
2255,47909,5
2256,47910,5
2257,47911,4
2258,47912,6
2259,47913,4
2260,47914,4
2261,47915,1
2262,47916,0
2263,47917,4
2264,47918,4
2265,47919,1
2266,47920,4
2267,47921,6
2268,47922,4
2269,47923,2
2270,47924,2
2271,47925,1
2272,47926,5
2273,47927,0
2274,47928,0
2275,47929,0
2276,47930,5
2277,47931,0
2278,47932,3
2279,47933,6
2280,47934,1
2281,47935,4
2282,47936,2
2283,47937,1
2284,47938,1
2285,47939,4
2286,47940,4
2287,47941,1
2288,47942,6
2289,47943,2
2290,47944,0
2291,47945,1
2292,47946,3
2293,47947,0
2294,47948,6
2295,47949,3
2296,47950,3
2297,47951,1
2298,47952,3
2299,47953,5
2300,47954,1
2301,47955,5
2302,47956,2
2303,47957,2
2304,47958,0
2305,47959,5
2306,47960,4
2307,47961,1
2308,47962,0
2309,47963,5
2310,47964,0
2311,47965,5
2312,47966,1
2313,47967,3
2314,47968,4
2315,47969,4
2316,47970,2
2317,47971,6
2318,47972,1
2319,47973,0
2320,47974,0
2321,47975,5
2322,47976,5
2323,47977,2
2324,47978,2
2325,47979,6
2326,47980,5
2327,47981,4
2328,47982,5
2329,47983,3
2330,47984,5
2331,47985,0
2332,47986,0
2333,47987,1
2334,47988,6
2335,47989,2
2336,47990,1
2337,47991,3
2338,47992,6
2339,47993,3
2340,47994,4
2341,47995,0
2342,47996,0
2343,47997,1
2344,47998,6
2345,47999,5
2346,48000,3
2347,48001,6
2348,48002,2
2349,48003,6
2350,48004,2
2351,48005,1
2352,48006,2
2353,48007,3
2354,48008,4
2355,48009,5
2356,48010,4
2357,48011,2
2358,48012,0
2359,48013,6
2360,48014,4
2361,48015,5
2362,48016,1
2363,48017,6
2364,48018,0
2365,48019,4
2366,48020,4
2367,48021,4
2368,48022,2
2369,48023,5
2370,48024,1
2371,48025,3
2372,48026,4
2373,48027,1
2374,48028,3
2375,48029,5
2376,48030,6
2377,48031,0
2378,48032,1
2379,48033,3
2380,48034,5
2381,48035,5
2382,48036,6
2383,48037,4
2384,48038,3
2385,48039,1
2386,48040,2
2387,48041,4
2388,48042,5
2389,48043,6
2390,48044,1
2391,48045,2
2392,48046,0
2393,48047,2
2394,48048,3
2395,48049,4
2396,48050,1
2397,48051,3
2398,48052,4
2399,48053,2
2400,48054,5
2401,48055,4
2402,48056,2
2403,48057,2
2404,48058,2
2405,48059,1
2406,48060,4
2407,48061,3
2408,48062,3
2409,48063,6
2410,48064,6
2411,48065,4
2412,48066,2
2413,48067,1
2414,48068,5
2415,48069,4
2416,48070,4
2417,48071,2
2418,48072,1
2419,48073,4
2420,48074,4
2421,48075,3
2422,48076,2
2423,48077,6
2424,48078,4
2425,48079,2
2426,48080,3
2427,48081,3
2428,48082,5
2429,48083,2
2430,48084,0
2431,48085,0
2432,48086,1
2433,48087,5
2434,48088,6
2435,48089,2
2436,48090,5
2437,48091,1
2438,48092,3
2439,48093,1
2440,48094,2
2441,48095,6
2442,48096,6
2443,48097,5
2444,48098,6
2445,48099,5
2446,48100,0
2447,48101,5
2448,48102,1
2449,48103,3
2450,48104,0
2451,48105,3
2452,48106,5
2453,48107,5
2454,48108,0
2455,48109,6
2456,48110,4
2457,48111,0
2458,48112,6
2459,48113,1
2460,48114,1
2461,48115,0
2462,48116,3
2463,48117,5
2464,48118,4
2465,48119,5
2466,48120,6
2467,48121,3
2468,48122,2
2469,48123,3
2470,48124,5
2471,48125,3
2472,48126,4
2473,48127,4
2474,48128,1
2475,48129,4
2476,48130,5
2477,48131,4
2478,48132,3
2479,48133,2
2480,48134,5
2481,48135,4
2482,48136,5
2483,48137,6
2484,48138,5
2485,48139,2
2486,48140,6
2487,48141,3
2488,48142,4
2489,48143,5
2490,48144,4
2491,48145,6
2492,48146,4
2493,48147,3
2494,48148,3
2495,48149,5
2496,48150,0
2497,48151,2
2498,48152,5
2499,48153,3
2500,48154,1
2501,48155,4
2502,48156,6
2503,48157,3
2504,48158,1
2505,48159,1
2506,48160,5
2507,48161,3
2508,48162,2
2509,48163,2
2510,48164,4
2511,48165,5
2512,48166,1
2513,48167,4
2514,48168,2
2515,48169,0
2516,48170,6
2517,48171,4
2518,48172,1
2519,48173,0
2520,48174,6
2521,48175,3
2522,48176,3
2523,48177,5
2524,48178,5
2525,48179,3
2526,48180,3
2527,48181,0
2528,48182,4
2529,48183,4
2530,48184,4
2531,48185,1
2532,48186,4
2533,48187,4
2534,48188,4
2535,48189,5
2536,48190,1
2537,48191,1
2538,48192,4
2539,48193,3
2540,48194,3
2541,48195,0
2542,48196,2
2543,48197,3
2544,48198,3
2545,48199,2
2546,48200,3
2547,48201,5
2548,48202,1
2549,48203,3
2550,48204,3
2551,48205,3
2552,48206,2
2553,48207,2
2554,48208,3
2555,48209,2
2556,48210,0
2557,48211,4
2558,48212,5
2559,48213,6
2560,48214,3
2561,48215,5
2562,48216,3
2563,48217,3
2564,48218,4
2565,48219,4
2566,48220,6
2567,48221,1
2568,48222,1
2569,48223,2
2570,48224,6
2571,48225,3
2572,48226,4
2573,48227,2
2574,48228,5
2575,48229,1
2576,48230,5
2577,48231,3
2578,48232,1
2579,48233,0
2580,48234,3
2581,48235,6
2582,48236,6
2583,48237,6
2584,48238,6
2585,48239,3
2586,48240,4
2587,48241,4
2588,48242,2
2589,48243,3
2590,48244,3
2591,48245,4
2592,48246,5
2593,48247,3
2594,48248,2
2595,48249,1
2596,48250,3
2597,48251,6
2598,48252,3
2599,48253,2
2600,48254,4
2601,48255,3
2602,48256,2
2603,48257,3
2604,48258,3
2605,48259,5
2606,48260,5
2607,48261,4
2608,48262,5
2609,48263,0
2610,48264,5
2611,48265,0
2612,48266,0
2613,48267,6
2614,48268,4
2615,48269,1
2616,48270,0
2617,48271,3
2618,48272,3
2619,48273,3
2620,48274,1
2621,48275,3
2622,48276,6
2623,48277,2
2624,48278,2
2625,48279,0
2626,48280,3
2627,48281,6
2628,48282,3
2629,48283,6
2630,48284,2
2631,48285,6
2632,48286,5
2633,48287,5
2634,48288,6
2635,48289,2
2636,48290,3
2637,48291,3
2638,48292,6
2639,48293,5
2640,48294,2
2641,48295,0
2642,48296,1
2643,48297,5
2644,48298,3
2645,48299,4
2646,48300,5
2647,48301,6
2648,48302,5
2649,48303,2
2650,48304,1
2651,48305,2
2652,48306,5
2653,48307,2
2654,48308,2
2655,48309,3
2656,48310,2
2657,48311,5
2658,48312,4
2659,48313,0
2660,48314,5
2661,48315,5
2662,48316,1
2663,48317,4
2664,48318,4
2665,48319,2
2666,48320,4
2667,48321,0
2668,48322,5
2669,48323,4
2670,48324,5
2671,48325,2
2672,48326,4
2673,48327,5
2674,48328,1
2675,48329,3
2676,48330,0
2677,48331,0
2678,48332,6
2679,48333,4
2680,48334,0
2681,48335,5
2682,48336,0
2683,48337,3
2684,48338,2
2685,48339,4
2686,48340,0
2687,48341,2
2688,48342,6
2689,48343,0
2690,48344,5
2691,48345,2
2692,48346,5
2693,48347,3
2694,48348,6
2695,48349,4
2696,48350,4
2697,48351,5
2698,48352,1
2699,48353,1
2700,48354,4
2701,48355,2
2702,48356,6
2703,48357,5
2704,48358,3
2705,48359,0
2706,48360,1
2707,48361,5
2708,48362,4
2709,48363,2
2710,48364,4
2711,48365,1
2712,48366,1
2713,48367,5
2714,48368,1
2715,48369,1
2716,48370,2
2717,48371,5
2718,48372,4
2719,48373,2
2720,48374,1
2721,48375,4
2722,48376,4
2723,48377,3
2724,48378,6
2725,48379,5
2726,48380,4
2727,48381,4
2728,48382,5
2729,48383,4
2730,48384,1
2731,48385,2
2732,48386,5
2733,48387,4
2734,48388,5
2735,48389,4
2736,48390,1
2737,48391,6
2738,48392,6
2739,48393,3
2740,48394,2
2741,48395,4
2742,48396,4
2743,48397,3
2744,48398,5
2745,48399,6
2746,48400,6
2747,48401,5
2748,48402,1
2749,48403,3
2750,48404,1
2751,48405,4
2752,48406,1
2753,48407,3
2754,48408,2
2755,48409,1
2756,48410,2
2757,48411,5
2758,48412,4
2759,48413,3
2760,48414,4
2761,48415,4
2762,48416,0
2763,48417,4
2764,48418,3
2765,48419,0
2766,48420,2
2767,48421,3
2768,48422,1
2769,48423,2
2770,48424,1
2771,48425,1
2772,48426,4
2773,48427,6
2774,48428,4
2775,48429,4
2776,48430,4
2777,48431,6
2778,48432,3
2779,48433,6
2780,48434,4
2781,48435,6
2782,48436,6
2783,48437,3
2784,48438,5
2785,48439,6
2786,48440,2
2787,48441,0
2788,48442,5
2789,48443,4
2790,48444,0
2791,48445,3
2792,48446,3
2793,48447,1
2794,48448,4
2795,48449,2
2796,48450,2
2797,48451,1
2798,48452,6
2799,48453,3
2800,48454,3
2801,48455,5
2802,48456,4
2803,48457,4
2804,48458,4
2805,48459,6
2806,48460,0
2807,48461,4
2808,48462,5
2809,48463,1
2810,48464,5
2811,48465,3
2812,48466,5
2813,48467,5
2814,48468,1
2815,48469,3
2816,48470,0
2817,48471,3
2818,48472,6
2819,48473,1
2820,48474,6
2821,48475,3
2822,48476,6
2823,48477,2
2824,48478,4
2825,48479,0
2826,48480,3
2827,48481,2
2828,48482,0
2829,48483,4
2830,48484,6
2831,48485,1
2832,48486,4
2833,48487,3
2834,48488,4
2835,48489,3
2836,48490,4
2837,48491,3
2838,48492,2
2839,48493,1
2840,48494,1
2841,48495,4
2842,48496,0
2843,48497,1
2844,48498,2
2845,48499,3
2846,48500,5
2847,48501,5
2848,48502,4
2849,48503,2
2850,48504,5
2851,48505,1
2852,48506,1
2853,48507,4
2854,48508,6
2855,48509,4
2856,48510,3
2857,48511,6
2858,48512,2
2859,48513,0
2860,48514,6
2861,48515,1
2862,48516,2
2863,48517,3
2864,48518,3
2865,48519,3
2866,48520,4
2867,48521,6
2868,48522,1
2869,48523,3
2870,48524,1
2871,48525,6
2872,48526,5
2873,48527,1
2874,48528,0
2875,48529,2
2876,48530,3
2877,48531,3
2878,48532,4
2879,48533,4
2880,48534,6
2881,48535,5
2882,48536,4
2883,48537,0
2884,48538,2
2885,48539,5
2886,48540,3
2887,48541,5
2888,48542,2
2889,48543,2
2890,48544,2
2891,48545,6
2892,48546,2
2893,48547,6
2894,48548,3
2895,48549,2
2896,48550,5
2897,48551,3
2898,48552,6
2899,48553,0
2900,48554,5
2901,48555,1
2902,48556,4
2903,48557,4
2904,48558,5
2905,48559,5
2906,48560,2
2907,48561,3
2908,48562,6
2909,48563,0
2910,48564,6
2911,48565,0
2912,48566,3
2913,48567,3
2914,48568,0
2915,48569,0
2916,48570,5
2917,48571,4
2918,48572,1
2919,48573,2
2920,48574,2
2921,48575,2
2922,48576,1
2923,48577,4
2924,48578,5
2925,48579,3
2926,48580,4
2927,48581,5
2928,48582,3
2929,48583,3
2930,48584,5
2931,48585,2
2932,48586,6
2933,48587,4
2934,48588,2
2935,48589,5
2936,48590,4
2937,48591,3
2938,48592,6
2939,48593,6
2940,48594,5
2941,48595,3
2942,48596,2
2943,48597,3
2944,48598,5
2945,48599,5
2946,48600,4
2947,48601,1
2948,48602,0
2949,48603,6
2950,48604,3
2951,48605,6
2952,48606,6
2953,48607,5
2954,48608,6
2955,48609,4
2956,48610,1
2957,48611,0
2958,48612,6
2959,48613,1
2960,48614,0
2961,48615,1
2962,48616,2
2963,48617,1
2964,48618,0
2965,48619,5
2966,48620,0
2967,48621,0
2968,48622,3
2969,48623,6
2970,48624,5
2971,48625,5
2972,48626,5
2973,48627,3
2974,48628,5
2975,48629,5
2976,48630,5
2977,48631,6
2978,48632,1
2979,48633,1
2980,48634,1
2981,48635,2
2982,48636,2
2983,48637,3
2984,48638,1
2985,48639,2
2986,48640,0
2987,48641,6
2988,48642,5
2989,48643,2
2990,48644,0
2991,48645,6
2992,48646,0
2993,48647,6
2994,48648,1
2995,48649,0
2996,48650,3
2997,48651,0
2998,48652,1
2999,48653,6
3000,48654,2
3001,48655,0
3002,48656,6
3003,48657,2
3004,48658,2
3005,48659,3
3006,48660,4
3007,48661,1
3008,48662,1
3009,48663,6
3010,48664,5
3011,48665,6
3012,48666,1
3013,48667,4
3014,48668,6
3015,48669,0
3016,48670,3
3017,48671,1
3018,48672,6
3019,48673,4
3020,48674,0
3021,48675,5
3022,48676,2
3023,48677,5
3024,48678,0
3025,48679,3
3026,48680,3
3027,48681,5
3028,48682,1
3029,48683,4
3030,48684,0
3031,48685,1
3032,48686,6
3033,48687,2
3034,48688,4
3035,48689,4
3036,48690,1
3037,48691,5
3038,48692,4
3039,48693,5
3040,48694,1
3041,48695,0
3042,48696,0
3043,48697,1
3044,48698,4
3045,48699,0
3046,48700,2
3047,48701,2
3048,48702,4
3049,48703,4
3050,48704,0
3051,48705,6
3052,48706,2
3053,48707,5
3054,48708,4
3055,48709,3
3056,48710,3
3057,48711,2
3058,48712,0
3059,48713,0
3060,48714,5
3061,48715,3
3062,48716,5
3063,48717,6
3064,48718,3
3065,48719,0
3066,48720,3
3067,48721,3
3068,48722,2
3069,48723,6
3070,48724,5
3071,48725,4
3072,48726,2
3073,48727,4
3074,48728,1
3075,48729,5
3076,48730,3
3077,48731,1
3078,48732,1
3079,48733,0
3080,48734,4
3081,48735,2
3082,48736,6
3083,48737,1
3084,48738,5
3085,48739,1
3086,48740,4
3087,48741,2
3088,48742,4
3089,48743,5
3090,48744,2
3091,48745,5
3092,48746,0
3093,48747,4
3094,48748,2
3095,48749,3
3096,48750,2
3097,48751,0
3098,48752,3
3099,48753,4
3100,48754,4
3101,48755,6
3102,48756,1
3103,48757,5
3104,48758,3
3105,48759,1
3106,48760,2
3107,48761,5
3108,48762,0
3109,48763,2
3110,48764,2
3111,48765,4
3112,48766,6
3113,48767,3
3114,48768,1
3115,48769,0
3116,48770,6
3117,48771,4
3118,48772,5
3119,48773,5
3120,48774,3
3121,48775,4
3122,48776,6
3123,48777,1
3124,48778,6
3125,48779,1
3126,48780,5
3127,48781,2
3128,48782,6
3129,48783,4
3130,48784,2
3131,48785,2
3132,48786,0
3133,48787,6
3134,48788,3
3135,48789,4
3136,48790,5
3137,48791,0
3138,48792,3
3139,48793,0
3140,48794,6
3141,48795,1
3142,48796,2
3143,48797,1
3144,48798,5
3145,48799,3
3146,48800,1
3147,48801,2
3148,48802,3
3149,48803,2
3150,48804,4
3151,48805,6
3152,48806,0
3153,48807,6
3154,48808,2
3155,48809,4
3156,48810,3
3157,48811,6
3158,48812,4
3159,48813,3
3160,48814,6
3161,48815,5
3162,48816,2
3163,48817,3
3164,48818,2
3165,48819,5
3166,48820,3
3167,48821,6
3168,48822,3
3169,48823,4
3170,48824,5
3171,48825,3
3172,48826,6
3173,48827,4
3174,48828,0
3175,48829,2
3176,48830,6
3177,48831,3
3178,48832,4
3179,48833,0
3180,48834,0
3181,48835,5
3182,48836,2
3183,48837,2
3184,48838,0
3185,48839,4
3186,48840,0
3187,48841,0
3188,48842,4
3189,48843,3
3190,48844,2
3191,48845,0
3192,48846,4
3193,48847,0
3194,48848,5
3195,48849,6
3196,48850,6
3197,48851,3
3198,48852,3
3199,48853,3
3200,48854,2
3201,48855,2
3202,48856,4
3203,48857,6
3204,48858,4
3205,48859,6
3206,48860,4
3207,48861,6
3208,48862,2
3209,48863,6
3210,48864,4
3211,48865,2
3212,48866,3
3213,48867,6
3214,48868,5
3215,48869,0
3216,48870,6
3217,48871,1
3218,48872,6
3219,48873,1
3220,48874,3
3221,48875,3
3222,48876,1
3223,48877,2
3224,48878,2
3225,48879,3
3226,48880,4
3227,48881,5
3228,48882,2
3229,48883,3
3230,48884,1
3231,48885,4
3232,48886,3
3233,48887,2
3234,48888,6
3235,48889,5
3236,48890,0
3237,48891,5
3238,48892,0
3239,48893,5
3240,48894,5
3241,48895,5
3242,48896,3
3243,48897,6
3244,48898,0
3245,48899,0
3246,48900,6
3247,48901,2
3248,48902,2
3249,48903,4
3250,48904,0
3251,48905,1
3252,48906,4
3253,48907,5
3254,48908,6
3255,48909,3
3256,48910,6
3257,48911,6
3258,48912,3
3259,48913,4
3260,48914,3
3261,48915,5
3262,48916,0
3263,48917,1
3264,48918,0
3265,48919,6
3266,48920,2
3267,48921,3
3268,48922,2
3269,48923,4
3270,48924,5
3271,48925,3
3272,48926,4
3273,48927,0
3274,48928,0
3275,48929,3
3276,48930,4
3277,48931,1
3278,48932,4
3279,48933,0
3280,48934,5
3281,48935,0
3282,48936,2
3283,48937,6
3284,48938,4
3285,48939,4
3286,48940,0
3287,48941,4
3288,48942,6
3289,48943,5
3290,48944,0
3291,48945,0
3292,48946,3
3293,48947,3
3294,48948,3
3295,48949,3
3296,48950,3
3297,48951,5
3298,48952,5
3299,48953,4
3300,48954,3
3301,48955,1
3302,48956,5
3303,48957,5
3304,48958,0
3305,48959,2
3306,48960,2
3307,48961,6
3308,48962,1
3309,48963,2
3310,48964,6
3311,48965,6
3312,48966,1
3313,48967,1
3314,48968,1
3315,48969,4
3316,48970,3
3317,48971,5
3318,48972,2
3319,48973,3
3320,48974,2
3321,48975,4
3322,48976,4
3323,48977,4
3324,48978,4
3325,48979,2
3326,48980,2
3327,48981,3
3328,48982,4
3329,48983,5
3330,48984,3
3331,48985,4
3332,48986,5
3333,48987,6
3334,48988,2
3335,48989,6
3336,48990,6
3337,48991,3
3338,48992,1
3339,48993,1
3340,48994,6
3341,48995,5
3342,48996,6
3343,48997,3
3344,48998,0
3345,48999,4
3346,49000,3
3347,49001,1
3348,49002,5
3349,49003,3
3350,49004,2
3351,49005,3
3352,49006,1
3353,49007,6
3354,49008,3
3355,49009,6
3356,49010,3
3357,49011,4
3358,49012,5
3359,49013,2
3360,49014,3
3361,49015,1
3362,49016,6
3363,49017,3
3364,49018,0
3365,49019,5
3366,49020,6
3367,49021,6
3368,49022,3
3369,49023,4
3370,49024,0
3371,49025,5
3372,49026,0
3373,49027,4
3374,49028,4
3375,49029,0
3376,49030,4
3377,49031,4
3378,49032,5
3379,49033,3
3380,49034,2
3381,49035,6
3382,49036,2
3383,49037,2
3384,49038,2
3385,49039,3
3386,49040,5
3387,49041,5
3388,49042,6
3389,49043,3
3390,49044,1
3391,49045,6
3392,49046,4
3393,49047,4
3394,49048,4
3395,49049,2
3396,49050,5
3397,49051,2
3398,49052,1
3399,49053,1
3400,49054,6
3401,49055,6
3402,49056,4
3403,49057,5
3404,49058,3
3405,49059,0
3406,49060,4
3407,49061,2
3408,49062,3
3409,49063,2
3410,49064,4
3411,49065,3
3412,49066,6
3413,49067,2
3414,49068,3
3415,49069,2
3416,49070,5
3417,49071,1
3418,49072,6
3419,49073,6
3420,49074,6
3421,49075,3
3422,49076,2
3423,49077,0
3424,49078,0
3425,49079,3
3426,49080,5
3427,49081,0
3428,49082,6
3429,49083,3
3430,49084,5
3431,49085,3
3432,49086,1
3433,49087,2
3434,49088,3
3435,49089,6
3436,49090,3
3437,49091,4
3438,49092,1
3439,49093,5
3440,49094,6
3441,49095,5
3442,49096,0
3443,49097,0
3444,49098,6
3445,49099,4
3446,49100,3
3447,49101,4
3448,49102,0
3449,49103,3
3450,49104,2
3451,49105,1
3452,49106,2
3453,49107,6
3454,49108,2
3455,49109,6
3456,49110,4
3457,49111,3
3458,49112,6
3459,49113,4
3460,49114,5
3461,49115,6
3462,49116,3
3463,49117,4
3464,49118,3
3465,49119,1
3466,49120,1
3467,49121,3
3468,49122,5
3469,49123,3
3470,49124,4
3471,49125,0
3472,49126,0
3473,49127,4
3474,49128,4
3475,49129,2
3476,49130,0
3477,49131,1
3478,49132,2
3479,49133,4
3480,49134,1
3481,49135,5
3482,49136,4
3483,49137,5
3484,49138,3
3485,49139,1
3486,49140,6
3487,49141,5
3488,49142,1
3489,49143,0
3490,49144,2
3491,49145,3
3492,49146,0
3493,49147,0
3494,49148,6
3495,49149,0
3496,49150,5
3497,49151,6
3498,49152,3
3499,49153,6
3500,49154,3
3501,49155,0
3502,49156,5
3503,49157,5
3504,49158,4
3505,49159,4
3506,49160,2
3507,49161,4
3508,49162,5
3509,49163,0
3510,49164,4
3511,49165,4
3512,49166,6
3513,49167,0
3514,49168,5
3515,49169,0
3516,49170,3
3517,49171,2
3518,49172,0
3519,49173,6
3520,49174,5
3521,49175,6
3522,49176,0
3523,49177,2
3524,49178,5
3525,49179,6
3526,49180,5
3527,49181,0
3528,49182,4
3529,49183,3
3530,49184,3
3531,49185,2
3532,49186,1
3533,49187,5
3534,49188,3
3535,49189,6
3536,49190,5
3537,49191,3
3538,49192,5
3539,49193,5
3540,49194,6
3541,49195,3
3542,49196,6
3543,49197,4
3544,49198,4
3545,49199,3
3546,49200,2
3547,49201,3
3548,49202,6
3549,49203,6
3550,49204,6
3551,49205,3
3552,49206,3
3553,49207,3
3554,49208,4
3555,49209,3
3556,49210,4
3557,49211,4
3558,49212,4
3559,49213,3
3560,49214,5
3561,49215,5
3562,49216,2
3563,49217,2
3564,49218,6
3565,49219,4
3566,49220,3
3567,49221,1
3568,49222,2
3569,49223,0
3570,49224,3
3571,49225,5
3572,49226,2
3573,49227,6
3574,49228,5
3575,49229,6
3576,49230,1
3577,49231,4
3578,49232,6
3579,49233,3
3580,49234,4
3581,49235,5
3582,49236,1
3583,49237,6
3584,49238,3
3585,49239,3
3586,49240,1
3587,49241,4
3588,49242,2
3589,49243,4
3590,49244,6
3591,49245,4
3592,49246,1
3593,49247,0
3594,49248,5
3595,49249,5
3596,49250,5
3597,49251,4
3598,49252,4
3599,49253,5
3600,49254,2
3601,49255,0
3602,49256,6
3603,49257,2
3604,49258,3
3605,49259,1
3606,49260,6
3607,49261,2
3608,49262,0
3609,49263,5
3610,49264,3
3611,49265,3
3612,49266,4
3613,49267,1
3614,49268,1
3615,49269,2
3616,49270,4
3617,49271,6
3618,49272,6
3619,49273,2
